,user_id,recipe_id,date,rating
265637,2374,141,2012-02-01,4
265638,756,141,2012-04-09,5
265640,127,141,2012-06-19,5
265642,1554,141,2013-05-30,5
265643,2375,141,2014-01-05,5
265645,2376,141,2014-03-20,5
265737,108,140,2006-08-10,5
265738,1091,140,2006-08-11,5
265739,36,140,2006-08-11,5
265742,181,140,2006-09-01,5
265746,2377,140,2006-12-15,5
265748,1624,140,2007-01-15,5
265749,889,140,2007-01-19,5
265751,400,140,2007-02-12,5
265755,190,140,2007-04-24,5
265763,2370,140,2007-10-21,5
265770,244,140,2008-01-14,5
265775,2378,140,2008-02-16,5
265777,601,140,2008-03-03,5
265778,202,140,2008-03-09,5
265779,930,140,2008-03-19,5
265782,1440,140,2008-05-15,5
265783,127,140,2008-06-22,5
265784,1276,140,2008-07-12,5
265787,2379,140,2008-08-09,5
265788,1196,140,2008-08-10,5
265789,238,140,2008-08-14,5
265790,2380,140,2008-08-19,5
265791,2361,140,2008-08-21,5
265792,900,140,2008-09-21,5
265793,615,140,2008-09-28,5
265794,2381,140,2008-09-28,5
265798,491,140,2008-11-03,5
265800,2004,140,2008-11-12,5
265801,696,140,2008-11-14,5
265803,2382,140,2008-12-14,5
265805,1857,140,2008-12-21,5
265806,32,140,2009-01-04,4
265807,2383,140,2009-01-07,5
265808,1997,140,2009-01-11,5
265809,1174,140,2009-01-12,5
265810,2384,140,2009-01-19,5
265812,2385,140,2009-02-01,5
265815,587,140,2009-02-12,5
265816,948,140,2009-02-21,5
265818,700,140,2009-03-03,4
265822,1285,140,2009-05-08,5
265824,1521,140,2009-05-23,5
265832,1438,140,2009-07-13,5
265836,1412,140,2009-07-27,5
265837,710,140,2009-08-01,5
265839,760,140,2009-08-22,5
265841,1089,140,2009-09-02,5
265842,2386,140,2009-09-14,5
265845,564,140,2009-10-02,5
265850,2387,140,2009-11-01,5
265857,1677,140,2009-12-23,5
265868,783,140,2010-02-21,5
265869,443,140,2010-02-21,5
265873,261,140,2010-03-07,5
265875,1534,140,2010-07-10,5
265876,579,140,2010-04-02,5
265882,517,140,2010-05-27,5
265885,1295,140,2010-06-01,5
265890,2388,140,2010-07-01,5
265892,619,140,2010-07-05,5
265904,188,140,2010-10-05,5
265908,256,140,2010-11-17,5
265910,2389,140,2010-12-13,5
265912,2390,140,2010-12-17,0
265913,757,140,2010-12-22,5
265918,2391,140,2011-02-09,5
265934,1608,140,2011-06-21,5
265942,2392,140,2011-09-28,5
265950,754,140,2011-11-29,5
265951,1450,140,2011-12-21,5
265964,863,140,2012-02-09,5
265965,2246,140,2012-02-19,5
265967,1650,140,2012-02-19,5
265975,451,140,2012-03-31,5
265990,492,140,2012-07-01,5
266006,293,140,2012-09-15,4
266009,1854,140,2012-09-17,5
266010,955,140,2012-09-18,4
266015,1517,140,2012-10-03,5
266023,1916,140,2012-12-03,5
266024,1267,140,2012-12-09,4
266030,2160,140,2013-01-15,5
266038,2393,140,2013-02-25,0
266048,2198,140,2013-03-29,5
266059,2341,140,2013-05-28,5
266069,2394,140,2013-07-06,5
266070,2199,140,2013-07-08,5
266071,200,140,2013-07-08,5
266075,1205,140,2013-08-03,5
266078,1092,140,2013-08-18,5
266084,436,140,2013-08-26,3
266088,2395,140,2013-09-08,5
266094,1907,140,2013-11-09,5
266124,2396,140,2014-06-27,5
266188,79,140,2015-06-09,5
266228,288,140,2015-12-26,5
266276,1120,140,2017-01-03,5
266291,2397,140,2017-04-22,5
266299,2398,140,2017-05-28,5
266338,1312,140,2018-01-07,5
267455,2399,142,2006-03-12,5
267456,274,142,2006-04-03,5
267495,43,142,2007-05-17,5
267501,1968,142,2008-07-15,5
267502,1550,142,2008-11-29,5
267503,1053,142,2009-01-17,4
267508,2051,142,2011-05-03,5
267510,475,142,2011-05-22,5
267511,516,142,2011-06-17,5
269777,130,143,2002-10-05,5
269889,2020,143,2003-03-20,5
269890,2122,143,2003-09-02,5
269891,1328,143,2004-04-30,5
269893,792,143,2004-08-13,5
269895,2400,143,2004-09-09,5
269896,217,143,2004-09-11,5
269897,1768,143,2004-10-02,5
269901,2401,143,2005-06-28,0
269902,666,143,2011-09-21,5
269904,2205,143,2005-07-21,5
269906,851,143,2005-08-17,5
269908,2066,143,2005-08-19,5
269909,1222,143,2005-09-03,5
269912,370,143,2005-11-21,4
269913,799,143,2006-08-08,5
269914,2402,143,2006-08-20,5
269916,656,143,2007-04-17,5
269917,206,143,2007-07-01,4
269919,1556,143,2007-08-06,5
269920,1148,143,2007-08-31,5
269921,577,143,2007-09-11,5
269924,800,143,2007-09-18,5
269925,922,143,2007-09-20,5
269926,1203,143,2007-10-21,5
269927,2403,143,2007-11-15,3
269928,2404,143,2008-02-12,5
269929,2405,143,2008-03-15,3
269934,485,143,2008-07-29,5
269935,2406,143,2008-08-03,5
269936,2407,143,2008-08-16,5
269943,522,143,2009-08-06,5
269944,1099,143,2009-08-14,5
269947,1845,143,2009-08-24,5
269948,1147,143,2009-08-27,5
269949,2408,143,2009-08-29,4
269953,2409,143,2010-03-11,5
269957,448,143,2011-07-20,5
269958,2410,143,2011-08-24,5
269960,2185,143,2012-08-05,5
269962,508,143,2012-08-19,0
269965,1818,143,2013-07-07,5
275635,107,144,2002-10-11,5
275637,2237,144,2002-12-30,5
275638,2411,144,2003-03-02,5
275639,1056,144,2003-03-30,5
275640,461,144,2003-04-21,5
275641,1796,144,2003-04-21,5
275642,310,144,2003-05-12,5
275644,1759,144,2003-05-26,5
275646,283,144,2003-06-28,5
275647,362,144,2003-10-10,5
275649,2124,144,2004-06-14,5
275651,32,144,2007-02-21,4
275696,2412,144,2004-08-13,4
275699,723,144,2004-11-02,4
275700,278,144,2005-01-01,5
275701,378,144,2005-05-01,5
275703,1857,144,2005-11-19,5
275704,1327,144,2006-05-09,5
275705,2315,144,2006-05-20,5
275706,2413,144,2006-07-14,5
275708,2414,144,2006-09-12,4
275709,371,144,2006-11-11,5
275710,1173,144,2007-01-01,5
275712,2415,144,2007-02-02,5
275714,2072,144,2007-03-17,5
275715,1299,144,2007-07-05,4
275717,347,144,2007-10-08,5
275719,1221,144,2007-11-14,5
275720,54,144,2007-12-05,5
275721,1007,144,2007-12-23,5
275722,2416,144,2008-01-04,5
275724,1083,144,2008-01-31,5
275729,2417,144,2008-05-21,5
275730,12,144,2008-07-11,5
275733,1520,144,2009-01-06,5
275736,656,144,2009-01-25,5
275738,1914,144,2009-02-26,4
275739,526,144,2009-04-25,5
275741,2418,144,2009-07-23,5
275742,952,144,2009-09-01,5
275751,252,144,2011-02-22,5
275752,1065,144,2011-03-01,4
275754,2045,144,2012-01-22,5
275755,2419,144,2012-01-24,5
275756,494,144,2012-02-23,5
275757,2420,144,2012-03-21,4
275758,637,144,2014-01-18,5
275760,213,144,2014-05-11,5
275763,1373,144,2018-01-25,5
287043,2421,145,2005-06-20,5
287044,2422,145,2005-08-19,4
287045,1218,145,2005-11-18,5
287046,912,145,2005-11-27,5
287047,9,145,2005-12-19,5
287048,655,145,2006-01-08,5
287049,936,145,2006-01-21,5
287050,1834,145,2006-09-18,5
287051,176,145,2007-01-29,5
287052,2269,145,2007-09-16,5
287053,2236,145,2007-10-24,5
287055,573,145,2008-01-12,5
287056,2043,145,2008-04-20,5
287058,1453,145,2008-10-23,4
287061,148,145,2009-02-14,5
287062,93,145,2009-05-02,5
287063,448,145,2009-06-06,5
287066,1817,145,2009-10-02,5
287068,1367,145,2010-05-20,5
287071,1643,145,2011-08-03,5
287074,79,145,2014-03-19,5
290421,214,146,2006-11-17,2
290422,2423,146,2007-01-15,5
290423,997,146,2007-02-24,5
290426,2240,146,2007-08-07,4
290686,2126,146,2008-05-23,5
290689,2424,146,2009-04-28,5
290691,1916,146,2009-05-30,2
290692,1743,146,2009-06-30,5
290695,2425,146,2009-10-04,5
290696,2426,146,2009-10-12,5
290697,549,146,2009-11-12,4
290699,428,146,2009-12-01,3
290703,1681,146,2012-09-29,3
290706,894,146,2015-07-14,5
290707,580,146,2016-09-14,5
291397,2427,147,2003-04-02,5
291398,2428,147,2003-04-09,5
291399,1613,147,2003-06-19,5
291401,1271,147,2004-04-12,5
291402,1278,147,2004-09-07,5
291404,1766,147,2004-10-22,5
291405,6,147,2004-11-01,5
291406,1048,147,2004-12-13,5
291408,1770,147,2005-01-06,5
291410,254,147,2005-02-07,5
291414,2429,147,2005-04-04,5
291415,2044,147,2005-04-18,5
291553,2191,147,2005-05-28,5
291556,364,147,2005-06-15,5
291557,1731,147,2005-06-27,5
291558,2170,147,2005-06-27,5
291559,1503,147,2005-06-30,5
291560,1775,147,2005-07-02,5
291563,2430,147,2005-10-07,5
291565,1374,147,2005-12-08,5
291567,141,147,2006-02-09,5
291569,997,147,2006-03-02,5
291570,357,147,2006-03-03,5
291571,24,147,2006-03-13,5
291572,107,147,2006-03-13,3
291573,1255,147,2006-07-04,5
291574,448,147,2006-07-09,5
291575,2198,147,2006-08-15,5
291579,2431,147,2006-10-20,5
291580,1992,147,2006-10-22,5
291581,907,147,2006-10-25,5
291582,2284,147,2006-10-26,5
291584,2432,147,2006-11-01,5
291586,320,147,2006-11-11,5
291588,919,147,2006-11-30,5
291589,2433,147,2006-12-04,5
291592,1753,147,2007-01-11,5
291595,2004,147,2007-01-31,5
291596,1027,147,2007-02-04,5
291597,2010,147,2007-02-10,4
291598,984,147,2007-02-15,2
291601,1317,147,2007-03-14,5
291602,799,147,2007-03-25,3
291604,578,147,2007-07-18,5
291605,202,147,2007-07-29,4
291607,2434,147,2007-08-19,5
291609,212,147,2007-08-20,4
291611,32,147,2007-09-14,5
291613,1560,147,2007-10-08,5
291614,1618,147,2007-10-13,5
291615,2435,147,2007-10-16,5
291616,256,147,2007-10-19,5
291618,537,147,2007-11-14,5
291619,55,147,2007-11-25,5
291620,949,147,2007-12-14,5
291621,1706,147,2007-12-17,5
291622,2393,147,2007-12-22,5
291623,1629,147,2007-12-24,5
291628,2436,147,2008-01-11,5
291630,299,147,2008-01-12,5
291635,1320,147,2008-01-22,5
291636,322,147,2008-01-26,5
291637,2437,147,2008-01-27,5
291639,344,147,2008-02-07,4
291642,492,147,2008-09-13,5
291645,1956,147,2008-03-13,5
291646,703,147,2008-03-16,5
291647,1641,147,2008-03-16,5
291648,2438,147,2008-04-03,5
291649,2439,147,2008-04-06,4
291651,2440,147,2008-04-28,5
291654,397,147,2008-07-07,5
291655,2441,147,2008-07-24,5
291656,610,147,2008-08-01,5
291657,2052,147,2008-08-01,5
291658,1184,147,2008-08-04,4
291660,2442,147,2008-08-25,5
291662,245,147,2008-09-13,4
291664,2240,147,2008-09-30,5
291665,427,147,2008-10-10,5
291666,2443,147,2008-10-11,5
291669,402,147,2008-10-20,5
291670,1757,147,2008-11-09,5
291671,804,147,2008-11-24,5
291672,244,147,2008-12-01,5
291673,1895,147,2008-12-03,5
291681,2444,147,2009-01-10,5
291682,991,147,2009-01-12,5
291683,1521,147,2009-01-15,5
291684,2445,147,2009-01-24,5
291685,480,147,2009-02-27,5
291689,1043,147,2009-05-07,5
291691,1451,147,2009-06-07,5
291693,1461,147,2009-07-01,5
291694,127,147,2009-08-06,5
291701,2102,147,2009-11-16,5
291705,952,147,2010-01-18,5
291707,1615,147,2010-02-03,5
291711,467,147,2010-02-24,5
291715,1380,147,2010-04-30,5
291716,663,147,2010-05-07,5
291721,1133,147,2010-09-11,5
291722,441,147,2010-10-08,5
291723,2446,147,2010-10-17,3
291724,83,147,2010-11-03,4
291726,2447,147,2011-02-23,5
291729,1413,147,2011-08-17,5
291730,292,147,2011-09-24,5
291736,373,147,2012-03-18,5
291739,2161,147,2012-04-27,4
291743,591,147,2012-09-19,0
291744,1919,147,2012-10-08,0
291751,1872,147,2013-03-08,5
291755,1661,147,2013-04-30,5
291756,569,147,2013-10-25,5
291758,694,147,2013-12-28,5
291759,2230,147,2014-02-11,5
291761,93,147,2014-09-19,5
291763,769,147,2015-03-04,4
291765,2448,147,2015-09-16,5
291769,580,147,2017-06-08,5
292870,1735,148,2003-04-02,5
292871,1290,148,2003-05-30,5
292874,2449,148,2013-10-19,5
292943,2450,148,2003-12-30,5
292947,326,148,2004-03-14,5
292949,826,148,2004-06-21,5
292952,2451,148,2004-10-31,5
292953,273,148,2004-11-19,5
292954,217,148,2004-12-15,5
292956,89,148,2005-02-06,4
292957,664,148,2005-06-06,5
292958,2452,148,2005-08-20,5
292959,226,148,2006-03-21,5
292960,2453,148,2006-08-06,5
292961,1181,148,2006-10-23,5
292963,202,148,2006-12-02,5
292964,2128,148,2007-01-23,5
292966,1432,148,2007-04-19,5
292967,681,148,2007-05-01,5
292970,2360,148,2007-06-17,5
292971,475,148,2007-09-03,5
292973,1320,148,2007-09-27,5
292976,2454,148,2008-03-02,5
292977,232,148,2008-04-07,5
292978,2380,148,2008-05-25,5
292979,2228,148,2008-09-02,5
292980,656,148,2008-09-16,5
292981,1896,148,2008-12-01,5
292982,1196,148,2009-01-11,5
292989,2455,148,2009-06-24,5
292990,1756,148,2009-07-05,0
292991,2238,148,2009-08-15,5
292993,2456,148,2009-10-14,5
292995,1096,148,2010-05-31,5
292997,1066,148,2011-02-22,0
292999,760,148,2011-12-16,5
293000,2457,148,2012-01-05,5
293001,1683,148,2013-01-23,5
293002,767,148,2013-04-21,5
293753,994,149,2002-02-27,5
293755,2458,149,2002-04-01,5
293757,659,149,2002-04-09,4
293758,2459,149,2002-04-14,5
293759,2460,149,2002-04-16,5
293761,2461,149,2002-05-28,5
293763,2462,149,2003-06-16,5
293765,21,149,2006-02-20,5
294000,2463,149,2006-06-28,4
294003,1378,149,2008-04-07,5
294004,2464,149,2008-06-09,4
294007,2465,149,2008-10-19,0
294008,1186,149,2008-11-01,5
294011,490,149,2009-06-22,5
294014,267,149,2009-11-25,5
294017,2328,149,2010-05-21,4
294018,1260,149,2010-05-31,5
294023,1985,149,2018-06-25,5
295179,2466,150,2005-02-23,5
295180,723,150,2005-09-20,5
295182,1100,150,2006-05-18,5
295183,2467,150,2006-11-11,5
295184,932,150,2006-11-19,5
295185,360,150,2006-12-05,5
295186,1880,150,2007-01-17,5
295187,2468,150,2007-01-18,5
295189,520,150,2007-02-03,5
295190,742,150,2007-04-02,5
295261,466,150,2007-04-20,5
295262,2469,150,2007-05-20,5
295263,433,150,2007-06-27,1
295265,603,150,2007-08-16,5
295267,193,150,2007-10-16,5
295269,2470,150,2008-01-09,5
295271,6,150,2008-01-15,5
295273,2355,150,2008-02-27,5
295275,2471,150,2008-09-04,5
295277,32,150,2008-11-16,4
295278,726,150,2008-11-29,5
295279,2472,150,2009-02-02,5
295282,2093,150,2009-04-03,4
295283,1673,150,2009-04-26,4
295285,1352,150,2009-09-02,5
295286,2473,150,2009-09-20,5
295288,1745,150,2009-12-21,5
295291,1388,150,2010-07-24,5
295292,1755,150,2010-09-14,5
295293,554,150,2011-08-27,4
295297,93,150,2014-09-14,5
295298,637,150,2015-05-02,5
295740,313,151,2003-04-20,5
295741,2474,151,2003-06-03,5
295742,331,151,2003-07-02,5
295744,2014,151,2004-02-29,5
295745,2475,151,2004-03-01,5
295747,1198,151,2004-03-28,5
295749,1402,151,2004-05-06,4
295752,118,151,2005-02-28,5
295838,217,151,2005-03-29,5
295839,2476,151,2005-04-19,3
295840,2477,151,2005-05-15,5
295841,2478,151,2005-07-13,5
295842,984,151,2005-08-23,5
295843,215,151,2005-12-12,5
295844,2479,151,2005-12-26,5
295845,1249,151,2005-12-26,5
295847,800,151,2006-04-17,3
295848,62,151,2006-04-17,5
295849,1273,151,2006-05-16,5
295850,36,151,2006-05-22,5
295851,2480,151,2006-06-01,4
295853,1081,151,2006-10-02,5
295855,1329,151,2006-11-25,5
295857,1049,151,2006-12-03,5
295858,1444,151,2006-12-04,5
295860,2481,151,2006-12-25,5
295862,1782,151,2006-12-26,5
295863,238,151,2006-12-28,5
295864,400,151,2007-01-01,5
295865,2482,151,2007-01-06,5
295866,2072,151,2007-02-05,5
295868,656,151,2007-03-15,4
295869,2483,151,2007-04-08,4
295870,1437,151,2007-04-09,5
295871,1496,151,2007-04-09,5
295872,1360,151,2007-04-09,5
295875,2484,151,2007-04-12,5
295878,392,151,2007-04-29,5
295880,1295,151,2007-08-02,5
295881,127,151,2007-08-15,5
295882,2485,151,2007-10-01,5
295883,1618,151,2007-11-09,5
295884,1316,151,2007-11-11,5
295885,2486,151,2007-11-23,5
295886,2487,151,2007-11-27,5
295887,2055,151,2007-11-30,5
295888,916,151,2007-12-03,5
295891,173,151,2007-12-24,5
295893,1850,151,2007-12-25,5
295894,1506,151,2007-12-26,5
295896,1501,151,2007-12-26,5
295897,136,151,2007-12-26,5
295898,2488,151,2008-01-02,4
295899,288,151,2008-01-03,5
295900,2489,151,2008-01-08,5
295901,2490,151,2008-01-08,5
295903,55,151,2008-01-19,5
295907,1320,151,2008-03-23,5
295908,624,151,2008-03-23,5
295911,2491,151,2008-03-24,5
295912,135,151,2008-03-24,4
295913,2492,151,2008-03-24,5
295918,1299,151,2008-03-27,4
295920,2493,151,2008-04-01,5
295921,1030,151,2008-04-02,5
295922,1449,151,2008-05-11,5
295924,1031,151,2008-07-10,5
295930,2158,151,2008-11-18,4
295931,2494,151,2008-11-20,5
295932,2295,151,2008-11-23,5
295933,870,151,2009-02-03,5
295935,357,151,2008-11-28,5
295937,2495,151,2008-12-11,5
295938,2496,151,2008-12-16,5
295940,1260,151,2008-12-19,5
295944,2497,151,2008-12-26,5
295946,2498,151,2008-12-27,5
295947,1974,151,2008-12-27,5
295949,99,151,2008-12-28,5
295950,152,151,2008-12-30,5
295951,2499,151,2008-12-31,5
295953,681,151,2009-01-11,5
295955,2500,151,2009-02-05,5
295956,1290,151,2009-02-06,5
295960,1012,151,2009-03-20,5
295963,408,151,2009-04-12,5
295964,447,151,2009-04-12,5
295968,816,151,2009-04-14,5
295970,595,151,2009-04-16,5
295971,2501,151,2009-04-19,5
295973,2301,151,2009-05-01,5
295974,32,151,2009-05-24,4
295976,509,151,2009-06-01,4
295978,336,151,2009-08-16,5
295980,2009,151,2009-09-12,5
295982,77,151,2009-10-04,5
295983,2351,151,2009-10-05,5
295986,2502,151,2009-10-11,5
295987,1679,151,2009-10-26,5
295990,2503,151,2009-11-28,5
295991,1531,151,2009-12-08,5
295998,234,151,2009-12-24,5
296000,1387,151,2009-12-25,5
296001,2504,151,2009-12-25,5
296008,1206,151,2009-12-27,5
296009,927,151,2009-12-27,5
296010,2505,151,2009-12-27,5
296011,475,151,2009-12-31,5
296013,369,151,2010-01-03,5
296016,763,151,2010-01-21,0
296019,2506,151,2010-02-15,5
296020,2507,151,2010-02-17,5
296021,2508,151,2010-02-27,5
296023,1111,151,2010-04-01,5
296025,1325,151,2010-04-05,5
296030,2509,151,2010-05-02,5
296032,1495,151,2010-06-01,5
296033,783,151,2010-10-14,4
296035,2054,151,2010-11-15,5
296037,2510,151,2010-12-25,4
296038,425,151,2010-12-26,5
296040,213,151,2011-01-09,5
296041,1792,151,2011-04-11,5
296043,2511,151,2011-04-17,5
296049,1533,151,2011-04-26,5
296050,1647,151,2011-04-27,5
296052,1575,151,2011-05-02,5
296053,1661,151,2011-07-25,5
296058,2512,151,2011-11-24,2
296059,1040,151,2011-12-14,5
296060,1677,151,2011-12-25,5
296062,305,151,2011-12-26,5
296063,1177,151,2011-12-27,5
296064,709,151,2012-01-08,5
296065,210,151,2012-01-23,5
296069,508,151,2012-04-08,0
296070,1804,151,2012-04-08,5
296072,2389,151,2012-04-08,4
296073,1095,151,2012-04-10,5
296077,297,151,2012-04-24,5
296079,578,151,2012-05-26,5
296086,2513,151,2012-12-24,5
296087,971,151,2012-12-25,3
296090,708,151,2013-02-15,5
296092,586,151,2013-03-31,5
296094,2359,151,2013-05-30,5
296097,1809,151,2013-11-09,0
296103,57,151,2014-01-03,5
296104,2171,151,2014-01-11,5
296106,699,151,2014-03-12,3
296109,662,151,2014-04-23,5
296131,2514,151,2017-03-03,5
297432,2515,152,2003-10-19,5
297433,1764,152,2003-12-09,5
297434,2516,152,2004-06-16,5
297437,207,152,2005-05-01,5
297440,9,152,2005-06-27,5
297441,2517,152,2005-09-04,5
297493,1923,152,2005-11-28,5
297494,1428,152,2005-11-30,5
297496,23,152,2005-12-26,5
297497,1026,152,2006-01-25,5
297498,2518,152,2006-02-11,5
297499,62,152,2006-03-29,4
297500,351,152,2006-04-02,5
297501,1921,152,2006-04-16,5
297503,375,152,2006-10-29,5
297506,612,152,2006-12-11,5
297507,1781,152,2006-12-16,5
297508,2519,152,2006-12-26,3
297509,1513,152,2007-01-15,5
297511,2520,152,2007-07-24,5
297512,2521,152,2007-10-21,3
297515,2522,152,2007-12-25,5
297517,1706,152,2008-01-04,4
297518,751,152,2008-01-05,5
297519,1507,152,2008-01-05,4
297525,1292,152,2009-01-12,0
297527,869,152,2009-02-14,5
297528,1335,152,2009-03-04,5
297529,175,152,2009-04-14,5
297530,1480,152,2009-04-15,4
297532,931,152,2009-08-11,4
297535,2523,152,2009-10-25,5
297537,127,152,2009-10-25,5
297540,882,152,2009-12-25,5
297542,963,152,2010-02-14,4
297543,704,152,2010-05-16,4
297544,2524,152,2010-08-17,5
297546,448,152,2014-01-10,5
299153,851,153,2005-08-18,5
299154,1622,153,2005-08-22,5
299155,498,153,2005-10-13,5
299156,201,153,2006-02-11,5
299159,2525,153,2006-11-23,5
299225,1655,153,2007-08-11,5
299229,193,153,2007-10-14,5
299231,1358,153,2008-03-16,4
299232,2526,153,2008-07-15,5
299237,2527,153,2009-01-28,5
299238,2528,153,2009-02-16,5
299239,1847,153,2009-07-14,5
299244,32,153,2009-08-24,4
299250,2189,153,2011-03-27,0
299253,1044,153,2011-07-22,4
299260,1097,153,2012-08-20,5
299261,2529,153,2012-08-31,5
299268,2530,153,2016-07-31,5
303249,1416,154,2003-03-24,5
303250,1272,154,2003-03-26,4
303253,1811,154,2004-03-18,5
303254,2531,154,2004-12-30,5
303255,654,154,2005-01-11,5
303256,1218,154,2005-01-15,5
303258,1019,154,2005-06-01,5
303259,703,154,2005-07-08,5
303345,2532,154,2005-08-02,5
303346,668,154,2006-03-09,5
303351,2533,154,2008-01-21,5
303352,105,154,2008-03-11,5
303353,1992,154,2008-03-11,5
303356,2534,154,2008-09-28,5
303357,214,154,2009-01-03,4
303358,2535,154,2009-02-04,5
303360,2536,154,2009-03-14,5
303361,2537,154,2009-04-16,5
303364,2538,154,2009-09-12,5
303366,77,154,2009-11-08,5
303371,2539,154,2010-10-10,5
303372,567,154,2010-11-10,5
303373,611,154,2010-11-21,5
303380,2540,154,2011-06-07,5
303383,137,154,2012-03-04,5
308149,2541,155,2002-02-11,5
308326,1313,155,2002-03-16,5
308329,72,155,2002-05-13,5
308332,823,155,2002-09-09,5
308333,623,155,2002-09-26,5
308334,2542,155,2002-09-27,5
308335,312,155,2002-09-28,5
308337,2543,155,2002-10-28,4
308338,350,155,2002-11-28,5
308343,2544,155,2003-01-16,5
308344,344,155,2003-01-27,5
308346,670,155,2006-10-15,5
308351,330,155,2004-01-04,5
308352,2188,155,2004-11-13,5
308353,2466,155,2004-12-06,5
308354,143,155,2004-12-26,5
308355,323,155,2005-01-01,5
308356,829,155,2005-02-14,5
308360,1766,155,2005-09-04,5
308362,2427,155,2006-01-23,5
308363,633,155,2006-03-27,5
308364,437,155,2006-04-06,5
308365,2545,155,2006-08-25,5
308368,1016,155,2006-12-01,5
308372,39,155,2006-12-28,5
308373,2126,155,2006-12-29,5
308374,411,155,2007-01-01,5
308376,2546,155,2007-01-11,5
308377,2547,155,2007-01-13,5
308380,206,155,2007-01-22,0
308381,2548,155,2007-03-02,5
308382,984,155,2007-03-16,5
308384,1869,155,2007-04-09,5
308387,1377,155,2007-05-14,5
308389,405,155,2007-08-19,3
308390,1989,155,2007-10-08,4
308394,1515,155,2007-11-12,5
308396,1205,155,2007-12-17,5
308400,212,155,2008-01-01,5
308401,2549,155,2008-01-05,0
308402,391,155,2008-01-08,5
308403,34,155,2008-01-14,5
308406,844,155,2008-05-26,0
308407,349,155,2008-06-29,5
308409,299,155,2008-07-28,5
308411,191,155,2008-11-02,5
308413,96,155,2008-11-22,5
308415,1849,155,2008-11-28,5
308419,2550,155,2009-01-19,5
308420,611,155,2009-02-05,5
308421,2551,155,2009-03-08,5
308423,2552,155,2009-05-09,5
308424,2537,155,2009-05-22,5
308426,2553,155,2009-09-20,5
308427,2028,155,2009-11-01,5
308432,248,155,2009-12-26,5
308435,2554,155,2010-01-02,3
308436,602,155,2010-01-18,5
308438,443,155,2010-04-06,5
308440,127,155,2010-04-19,5
308444,1519,155,2010-06-06,5
308451,1369,155,2010-10-27,5
308452,2555,155,2010-11-22,5
308454,258,155,2010-11-30,5
308455,220,155,2010-12-12,5
308456,1308,155,2010-12-23,0
308457,2556,155,2011-01-20,5
308458,938,155,2011-01-25,5
308459,640,155,2011-03-06,0
308461,1874,155,2011-11-29,5
308462,541,155,2012-08-25,5
308463,2514,155,2012-10-21,5
308464,2557,155,2012-12-16,5
308469,2225,155,2013-10-05,5
308473,663,155,2015-01-24,5
308476,1671,155,2015-12-28,5
308488,1570,155,2017-01-19,5
310044,1822,156,2005-09-21,5
310045,873,156,2005-09-26,5
310046,2558,156,2005-10-02,5
310047,871,156,2005-10-04,5
310048,829,156,2006-08-02,5
310050,1802,156,2007-05-06,5
310051,1386,156,2007-06-08,5
310052,2559,156,2008-05-06,5
310053,756,156,2009-04-21,5
310054,855,156,2009-05-18,5
310055,866,156,2009-05-18,5
310056,169,156,2009-05-22,5
310057,1550,156,2009-05-24,5
310058,2560,156,2009-06-02,5
310059,876,156,2009-06-04,5
310061,752,156,2009-08-15,5
310062,18,156,2009-08-20,5
310064,2561,156,2010-02-08,5
310065,2484,156,2010-02-24,5
310069,1693,156,2011-08-04,5
310070,77,156,2011-09-26,5
310072,1952,156,2012-08-03,5
310073,306,156,2012-08-10,5
310074,2562,156,2013-03-17,4
312290,168,157,2007-01-10,5
312291,1491,157,2007-03-28,5
312292,1229,157,2007-04-29,5
312293,2563,157,2007-06-23,5
312294,885,157,2007-06-25,3
312295,314,157,2007-10-08,5
312298,1550,157,2008-04-26,5
312299,83,157,2008-06-05,5
312300,2564,157,2008-10-04,5
312302,491,157,2008-11-16,5
312303,2068,157,2008-11-16,5
312304,814,157,2008-11-20,5
312305,858,157,2008-11-24,5
312306,1556,157,2009-01-05,4
312309,2114,157,2009-02-27,4
312313,2565,157,2010-05-12,5
312314,1728,157,2010-08-08,0
312316,922,157,2010-09-24,5
312317,1554,157,2010-10-14,5
312318,2045,157,2011-02-07,5
312319,2566,157,2011-03-22,0
312324,767,157,2013-05-14,4
312337,2567,157,2017-03-13,5
312569,2568,158,2008-06-07,5
312571,2569,158,2008-07-16,5
312572,1434,158,2008-10-06,5
312573,139,158,2008-10-18,5
312574,1790,158,2009-01-02,5
312575,213,158,2009-01-07,5
312629,1330,158,2010-03-28,5
312631,2570,158,2010-10-08,5
312632,1175,158,2011-02-12,5
312635,2571,158,2011-07-11,5
312641,405,158,2012-04-24,5
319928,448,159,2005-12-06,5
320037,2572,159,2003-04-01,0
320038,898,159,2003-04-03,5
320039,1400,159,2003-04-07,5
320041,657,159,2004-06-28,3
320043,848,159,2004-12-25,5
320044,2235,159,2005-06-03,5
320046,1295,159,2005-08-04,4
320047,214,159,2005-10-09,5
320133,2573,159,2005-12-17,5
320135,1978,159,2006-03-09,0
320136,2574,159,2006-04-01,3
320139,265,159,2007-01-01,5
320140,1922,159,2007-01-09,4
320141,371,159,2007-02-03,4
320142,556,159,2007-02-04,5
320144,1507,159,2007-09-16,3
320146,1493,159,2007-11-24,4
320152,2575,159,2009-04-28,5
320153,2576,159,2009-05-04,5
320154,29,159,2009-06-27,5
320155,127,159,2009-12-27,5
